Fiscal Year,Business Unit,Journal Entry Number,Period,Effective Date,Source,GL Account Number,GL Account Name,Functional Amount,Functional Currency Code,JE Description,Preparer ID,Entry Date,JE Line Number,JE Line Description,User Defined Field 1,User Defined Field 2,User Defined Field 3
2024,Eddey Finance,10815,2024-10,2024-10-20,Adjustment,1500,Fixed Assets,30113.89,EUR,Investment income,admin,2024-10-20 08:47:00,815,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10816,2024-05,2024-05-04,Manual Entry,2000,Accounts Payable,11544.11,EUR,Asset depreciation,user1,2024-05-04 01:51:00,816,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10817,2024-10,2024-10-30,Payroll,7000,Interest Expense,-7176.13,EUR,Customer refund,user4,2024-10-30 14:52:00,817,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10818,2024-01,2024-01-18,Adjustment,9999,Suspense Account,5383.99,EUR,Employee salary payment,user4,2024-01-18 20:39:00,818,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10819,2024-04,2024-04-04,Purchase,2100,Accrued Expenses,35925.73,EUR,Investment income,user5,2024-04-04 06:53:00,819,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10820,2024-07,2024-07-16,Purchase,6200,Depreciation Expense,30146.47,EUR,Employee salary payment,user1,2024-07-16 13:26:00,820,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10821,2025-03,2025-03-21,Manual Entry,8000,Tax Expense,-3437.57,EUR,Asset depreciation,user1,2025-03-21 01:05:00,821,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10822,2025-03,2025-03-12,Payroll,6100,Office Expenses,-28643.2,EUR,Customer refund,user3,2025-03-12 04:44:00,822,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10823,2024-11,2024-11-02,Sales,6100,Office Expenses,-46983.69,EUR,Manual correction entry,user3,2024-11-02 22:14:00,823,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10824,2024-05,2024-05-10,Adjustment,5100,Direct Labor,35024.95,EUR,Loan repayment,user2,2024-05-10 08:48:00,824,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10825,2024-12,2024-12-04,Payroll,2200,Short-Term Loan,-17619.61,EUR,Investment income,admin,2024-12-04 08:25:00,825,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10826,2024-09,2024-09-03,Payroll,7000,Interest Expense,-28561.03,EUR,Supplier payment,user4,2024-09-03 02:04:00,826,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10827,2024-05,2024-05-08,Manual Entry,3100,Retained Earnings,49027.24,EUR,Investment income,user2,2024-05-08 09:07:00,827,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10828,2024-06,2024-06-19,Purchase,1300,Inventory,13844.27,EUR,Year-end adjustment,user2,2024-06-19 08:55:00,828,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10829,2025-03,2025-03-29,Manual Entry,7000,Interest Expense,37699.34,EUR,Tax payment,user4,2025-03-29 00:26:00,829,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10830,2024-02,2024-02-27,Purchase,1400,Prepaid Expenses,-21043.11,EUR,Supplier payment,admin,2024-02-27 13:53:00,830,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10831,2025-03,2025-03-03,Purchase,1500,Fixed Assets,16124.18,EUR,Asset depreciation,admin,2025-03-03 14:20:00,831,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10832,2025-02,2025-02-01,Depreciation,5200,Manufacturing Overhead,39317.92,EUR,Tax payment,user3,2025-02-01 13:43:00,832,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10833,2024-03,2024-03-10,Tax,9999,Suspense Account,3222.98,EUR,Loan repayment,user4,2024-03-10 12:11:00,833,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10834,2025-02,2025-02-18,Payroll,2100,Accrued Expenses,36977.35,EUR,Year-end adjustment,user2,2025-02-18 04:16:00,834,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10835,2025-03,2025-03-12,Depreciation,7000,Interest Expense,-39945.7,EUR,Supplier payment,user2,2025-03-12 05:19:00,835,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10836,2024-07,2024-07-22,Depreciation,4000,Revenue,-45268.32,EUR,Employee salary payment,user2,2024-07-22 01:29:00,836,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10837,2024-06,2024-06-30,Manual Entry,1400,Prepaid Expenses,5208.86,EUR,Intercompany transaction,user5,2024-06-30 12:35:00,837,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10838,2024-02,2024-02-10,Loan Payment,3100,Retained Earnings,-20706.19,EUR,Intercompany transaction,user5,2024-02-10 17:44:00,838,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10839,2024-07,2024-07-18,Adjustment,1200,Accounts Receivable,13993.07,EUR,Employee salary payment,user5,2024-07-18 00:54:00,839,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10840,2025-01,2025-01-01,Payroll,2000,Accounts Payable,24651.42,EUR,Employee salary payment,user5,2025-01-01 07:56:00,840,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10841,2025-02,2025-02-27,Depreciation,3000,Owner's Equity,27465.3,EUR,Year-end adjustment,user4,2025-02-27 01:31:00,841,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10842,2025-03,2025-03-08,Purchase,2000,Accounts Payable,35116.91,EUR,Monthly sales revenue,user4,2025-03-08 04:49:00,842,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10843,2024-04,2024-04-22,Tax,6000,Salaries Expense,-11928.25,EUR,Tax payment,user5,2024-04-22 18:45:00,843,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10844,2024-01,2024-01-27,Payroll,5100,Direct Labor,37089.16,EUR,Tax payment,user3,2024-01-27 20:03:00,844,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10845,2025-01,2025-01-15,Tax,1300,Inventory,31036.5,EUR,Loan repayment,admin,2025-01-15 08:26:00,845,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10846,2024-02,2024-02-13,Sales,2100,Accrued Expenses,-473.42,EUR,Year-end adjustment,user4,2024-02-13 16:04:00,846,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10847,2024-05,2024-05-21,Sales,1300,Inventory,-38363.44,EUR,Asset depreciation,user1,2024-05-21 06:21:00,847,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10848,2025-01,2025-01-01,Sales,6200,Depreciation Expense,25262.52,EUR,Supplier payment,user3,2025-01-01 23:32:00,848,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10849,2024-05,2024-05-12,Loan Payment,1000,Cash,5048.37,EUR,Customer refund,user4,2024-05-12 16:26:00,849,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10850,2024-03,2024-03-16,Depreciation,5000,Cost of Goods Sold,-17086.13,EUR,Supplier payment,user4,2024-03-16 18:43:00,850,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10851,2025-01,2025-01-18,Tax,1500,Fixed Assets,40833.43,EUR,Supplier payment,user2,2025-01-18 04:24:00,851,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10852,2025-01,2025-01-01,Purchase,3000,Owner's Equity,-41115.18,EUR,Customer refund,user2,2025-01-01 07:13:00,852,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10853,2024-12,2024-12-02,Depreciation,1400,Prepaid Expenses,-25884.5,EUR,Monthly sales revenue,user1,2024-12-02 03:13:00,853,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10854,2024-10,2024-10-12,Adjustment,5000,Cost of Goods Sold,5583.54,EUR,Employee salary payment,user3,2024-10-12 11:58:00,854,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10855,2025-03,2025-03-09,Loan Payment,2200,Short-Term Loan,-38253.51,EUR,Monthly sales revenue,user1,2025-03-09 12:06:00,855,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10856,2024-05,2024-05-24,Tax,1300,Inventory,-39179.94,EUR,Investment income,user5,2024-05-24 21:23:00,856,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10857,2024-12,2024-12-27,Adjustment,1400,Prepaid Expenses,20699.67,EUR,Supplier payment,user1,2024-12-27 14:30:00,857,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10858,2024-02,2024-02-29,Investment,1400,Prepaid Expenses,10495.67,EUR,Manual correction entry,user5,2024-02-29 11:06:00,858,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10859,2024-08,2024-08-04,Manual Entry,3100,Retained Earnings,-46008.85,EUR,Bonus payout,user1,2024-08-04 05:02:00,859,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10860,2024-01,2024-01-21,Payroll,9999,Suspense Account,47190.8,EUR,Supplier payment,user4,2024-01-21 19:23:00,860,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
